annee_scolaire;diplome;libelle_diplome;code_niveau;type_diplome;code_groupe_specialite;libelle_specialite;libelle_specialite_com;id_og;libelle_og;id_etab;nom_complet_cfa;numero_section;duree_formation_mois;annee_formation;id_siteformation;code_uai_site;libelle_lien_cfa;nom_site_formation;adresse1_site;adresse2_site;adresse3_site;code_commune_site_insee;code_postal_site;libelle_ville_site;num_section;age_jeune_decembre;handicap_oui_non_vide;code_sexe;sexe;code_qualite;libelle_qualite;code_nationalite;libelle_nationalite;code_pcs;libelle_pcs_parent;code_statut_jeune;libelle_statut_jeune;code_origine_prec_cfa;libelle_origine_prec_cfa;code_origine_annee_prec;libelle_origine_annee_prec;code_depart_jeune_insee;code_commune_jeune_insee;code_postal_jeune;libelle_ville_jeune;code_naf_entreprise;depart_entreprise;code_insee_entreprise;code_uai_etab_annee_prec
11/12;25031018;Management des organisations spé économie sociale (LP Marne la Vallée);2;LICENCE PRO;310;Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités);Administration et management des entreprises;118;Association pour le Développement de la Formation Supérieure par Alternance;157;CFA Descartes de Marne la Vallée;73;12;1;1938;0772223Y;Convention L6231-3;Université de Marne-la-Vallée;Bâtiment Copernic;5 boulevard Descartes;;77083;77420;CHAMPS-SUR-MARNE;73;21;;F;Féminin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;67;1ER CYCLE UNIVERSITAIRE (DEUG...);67;1ER CYCLE UNIVERSITAIRE (DEUG...);77;77108;77500;CHELLES;9499Z;77;77468;77
11/12;50025214;Maintenance des véhicules automobiles option : véhicules particuliers (CAP);5;CAP;252;Moteurs et mécanique auto;Moteurs et mécanique auto;63;Chambre de Commerce et d'Industrie de Paris;237;CFA CCIP - Centre des formations industrielles;58;24;2;1974;0752325V;Annexe du CFA;Centre de Formations Industrielles;247 avenue Gambetta;;;75120;75020;PARIS;58;17;;M;Masculin;I;Interne;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;23;3EME GENERALE (en collège);73;1ERE ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE);95;95426;95680;MONTLIGNON;4511Z;93;93031;0752325V
11/12;32031405;Assistant de gestion de PME-PMI (BTS);3;BTS;314;Comptabilité, gestion;Comptabilité, gestion;57;Chambre de Commerce et d'Industrie de Versailles Val d'Oise - Yvelines;75;CFA de la CCIV-Centre R. Delorozoy;1;24;2;124;0781809T;Local du CFA;CFA CCIV - IFA Robert-Delorozoy;7 avenue des Trois Peuples;;;78423;78180;MONTIGNY-LE-BRETONNEUX;1;20;;M;Masculin;E;Externe;3;Autre;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;51;TERMINALE GENERALE (en lycée);93;1ERE ANNEE BTS (STATUT APPRENTISSAGE);78;78646;78000;VERSAILLES;6202A;92;92035;0781809T
11/12;32025212;Après vente automobile option : motocycles (BTS);3;BTS;252;Moteurs et mécanique auto;Moteurs et mécanique auto;28;Institut National du Cycle et du Motocycle;30;CFA des métiers du cycle et du motocycle - INCM;11;24;2;390;0932492D;Local du CFA;CFA des Métiers du Cycle et du Motocycle  - INCM;47 rue du Commandant Rolland;;;93013;93350;LE BOURGET;11;22;;F;Féminin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;45;TERMINALE PROFESSIONNELLE (2EME ANNEE BAC PRO OU BT) (en lycée);93;1ERE ANNEE BTS (STATUT APPRENTISSAGE);44;44100;44100;MONNIERES;4520A;75;75117;0932492D
11/12;32033602;Esthétique cosmétique (BTS);3;BTS;336;Coiffure, esthétique, et autres spécialités des services aux personnes;Coiffure, esthétique;39;Association de Formation Coiffure;41;CFA Soins Personnels Coiffure - Ambroise-Croisat;23;24;2;2107;0750739W;Annexe du CFA;CFA Ambroise Croisat;74 bis rue Lauriston;;;75105;75016;PARIS;23;20;;F;Féminin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;39;TERMINALE DE BEP OU 2EME ANNEE CAP EN 2 ANS (en lycée);59;1ERE ANNEE BTS (en lycée);93;93066;93200;SAINT-DENIS;9602B;75;75106;75
11/12;40025509;Technicien du froid et du conditionnement d'air (BAC PRO);4;BAC PRO;255;Electricité, électronique (non compris automatismes, productique);Électricité, électronique;63;Chambre de Commerce et d'Industrie de Paris;237;CFA CCIP - Centre des formations industrielles;67;36;2;660;0941906L;Annexe du CFA;Site CFI Orly;5 place de la Gare des Saules;;;94054;94310;ORLY;67;20;;M;Masculin;I;Interne;2;Communauté Européenne;33;Cadre de la fonction publique;A;Contrat d'apprentissage;75;2EME ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE);89;1ERE ANNEE BAC PRO OU BT (STATUT APPRENTISSAGE);94;94079;94350;VILLIERS-SUR-MARNE;3320B;94;94076;0941906L
11/12;16031401;Comptabilité et gestion (diplôme supérieur de DSCG);1;DIV-1;314;Comptabilité, gestion;Comptabilité, gestion;33;Centre Régional de Formation Multiprofessionnel;35;CFA CERFAL - Centre Régional Multiprofessionnel;179;24;1;1507;0754042L;UFA (L6232-8);Lycée Le-Rebours;44 boulevard Blanqui;;;75101;75013;PARIS;179;24;;F;Féminin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;999;INCONNUE;999;INCONNUE;75;75114;75014;PARIS;1813Z;75;75110;993
11/12;32031210;Négociation et relation client (BTS);3;BTS;312;Commerce, vente;Commerce, vente;33;Centre Régional de Formation Multiprofessionnel;35;CFA CERFAL - Centre Régional Multiprofessionnel;62;24;1;71;0754458N;Local du CFA;CFA Multiprofessionnel;2 rue Lacaze;;;75114;75014;PARIS;62;17;;F;Féminin;E;Externe;1;France;54;Employé administratif d'entreprise;A;Contrat d'apprentissage;51;TERMINALE GENERALE (en lycée);51;TERMINALE GENERALE (en lycée);94;94037;94250;GENTILLY;4669A;94;94033;94
11/12;;Manager en ingénierie de l'informatique des réseaux et des télécoms ITIN-ESCIA (TP NIV 1);1;TH1-C;326;Informatique, traitement de l'information, réseaux de transmission des données;Informatique, réseaux;57;Chambre de Commerce et d'Industrie de Versailles Val d'Oise - Yvelines;71;CFA de la CCIV - ITIN;11;36;2;881;0951848T;Local du CFA;CFA ITIN;Parc Saint-Christophe Pôle Galilée 1;1 avenue de l'Entreprise;;95127;95800;CERGY;11;23;;M;Masculin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;95;2EME ANNEE BTS (STATUT APPRENTISSAGE);105;APPRENTISSAGE BAC+3 (STATUT APPRENTISSAGE);95;95500;95300;PONTOISE;6492Z;92;92062;0951848T
11/12;25022234;Industries chimiques et pharmaceutiques spé développement du médicament (LICENCE PRO);2;LICENCE PRO;222;Transformations chimiques et apparentées (y compris industrie pharmaceutique);Chimie (parfum, cosmétique, pétrole, traitement de l'eau...);5;Association pour la Formation dans les Industries Chimiques et Parachimiques de la région IdF;5;CFA AFI 24 Île-de-France;73;12;1;1203;0751721N;UFA (L6232-8);Université Paris V - René-Descartes;12 rue de l'Ecole de Médecine;;;75106;75006;PARIS;73;23;;F;Féminin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;103;APPRENTISSAGE BAC+2 (AUTRE QUE BTS OU DUT) (STATUT APPRENTISSAGE);103;APPRENTISSAGE BAC+2 (AUTRE QUE BTS OU DUT) (STATUT APPRENTISSAGE);33;33063;33300;BORDEAUX;7219Z;94;94081;33
11/12;13531070;Droit, sciences de gestion, science politique : sciences du management spé management strategique et changement (MASTER Versailles);1;MASTER PRO;310;Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités);Administration et management des entreprises;57;Chambre de Commerce et d'Industrie de Versailles Val d'Oise - Yvelines;77;CFA de la CCIV - ESSYM;22;24;1;126;0782058N;Local du CFA;CFA CCIV - Centre Pierre-Métairie;2-6 rue Chasles;;;78517;78120;RAMBOUILLET;22;23;;F;Féminin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;69;AUTRE SCOLARITE SUPERIEURE;69;AUTRE SCOLARITE SUPERIEURE;92;92022;92370;CHAVILLE;7010Z;92;92073;78
11/12;40031402;Comptabilité (BAC PRO);4;BAC PRO;314;Comptabilité, gestion;Comptabilité, gestion;33;Centre Régional de Formation Multiprofessionnel;35;CFA CERFAL - Centre Régional Multiprofessionnel;191;36;1;71;0754458N;Local du CFA;CFA Multiprofessionnel;2 rue Lacaze;;;75114;75014;PARIS;191;19;;M;Masculin;E;Externe;1;France;54;Employé administratif d'entreprise;A;Contrat d'apprentissage;111;EMPLOI (Y COMPRIS CES);111;EMPLOI (Y COMPRIS CES);94;94015;94360;BRY-SUR-MARNE;6920Z;94;94076;993
11/12;40025007;Maintenance des équipements industriels (BAC PRO);4;BAC PRO;250;Spécialités pluri-technologiques mécanique-électricité (y compris maintenance mécanique-électricité);Mécanique et électricité : conception et maintenance;325;AFORP - Association pour la Formation et le Perfectionnement du personnel des entreprises industrielles;416;CFA de l'AFORP;77;36;3;2340;0931025J;Local du CFA;AFORP Drancy;Rue de la Butte;;;93029;93700;DRANCY;77;20;;M;Masculin;E;Externe;1;France;21;Artisan;A;Contrat d'apprentissage;111;EMPLOI (Y COMPRIS CES);91;2EME ANNEE BAC PRO OU BT (STATUT APPRENTISSAGE);93;93073;93290;TREMBLAY-EN-FRANCE;5510Z;93;93005;93
11/12;25025004;Electricité et électronique, spécialité mécatronique (Licence Professionnelle, CERGY);2;LICENCE PRO;250;Spécialités pluri-technologiques mécanique-électricité (y compris maintenance mécanique-électricité);Mécanique et électricité : conception et maintenance;14;Association pour la Formation Universitaire par l'Apprentissage;14;CFA SUP 2000;322;12;1;1995;0951750L;Convention L6231-3;Université Cergy-Pontoise;5 mail Gay Lussac;Neuville sur Oise;;95127;95031;CERGY-PONTOISE;322;23;;M;Masculin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;65;2EME ANNEE IUT;65;2EME ANNEE IUT;95;95500;95300;PONTOISE;2651B;92;92036;95
11/12;50031218;Fleuriste (CAP);5;CAP;312;Commerce, vente;Commerce, vente;62;EPLEA - Lycée Agricole et Horticole de St Germain en Laye - Chambourcy;85;CFA des Métiers de l'Horticulture et du Cheval;20;12;1;528;0781779K;Local du CFA;CFA Métiers de l'Horticulture et Cheval de St Germain en Laye;Chemin de la Jonction;;;78551;78100;SAINT-GERMAIN-EN-LAYE;20;26;;F;Féminin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;999;INCONNUE;999;INCONNUE;78;78362;78711;MANTES-LA-VILLE;4776Z;78;78401;993
11/12;32025515;Electrotechnique (BTS);3;BTS;255;Electricité, électronique (non compris automatismes, productique);Électricité, électronique;325;AFORP - Association pour la Formation et le Perfectionnement du personnel des entreprises industrielles;416;CFA de l'AFORP;83;24;1;2336;0921273J;Local du CFA;AFORP Asnières-sur-Seine;18-20 rue Paul Déroulède;;;92004;92600;ASNIERES-SUR-SEINE;83;18;;M;Masculin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;23;3EME GENERALE (en collège);92;3EME ANNEE BAC PRO OU BT (STATUT APPRENTISSAGE);95;95018;95100;ARGENTEUIL;4321A;92;92004;92
11/12;25020026;Mécanique spé métiers de la conception et de la fabrication (LP Paris 13);2;LICENCE PRO;200;Technol. industrielles fondamentales (génie industriel, et procédés de transformation, spécia. à dominante fonctionnelle;Technologies et management de la production;14;Association pour la Formation Universitaire par l'Apprentissage;14;CFA SUP 2000;120;12;1;505;0931002J;Convention L6231-3;Université Paris XIII - IUT de Saint-Denis;Place du 8 mai 1945;;;93066;93200;SAINT-DENIS;120;20;;M;Masculin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;65;2EME ANNEE IUT;65;2EME ANNEE IUT;75;75112;75012;PARIS;2910Z;78;78297;0750676C
11/12;;Ingénieur diplôme de l'école nationale supérieure de l'électronique et de ses applications, spécialité électronique et informatique industrielle;1;ING;255;Electricité, électronique (non compris automatismes, productique);Électricité, électronique;17;Association Union Université Economie;18;CFA Union des Universités;12;36;3;568;0951965V;Convention L6231-3;Ecole Nationale Supérieure Electronique et d'Application - ENSEA;6 avenue du Ponceau;;;95127;95014;CERGY-PONTOISE;12;23;N;M;Masculin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;69;AUTRE SCOLARITE SUPERIEURE;105;APPRENTISSAGE BAC+3 (STATUT APPRENTISSAGE);57;57463;57000;METZ;6120Z;99;99999;0951965V
11/12;26031403;Comptabilité et gestion ( DCG);2;DIV-2;314;Comptabilité, gestion;Comptabilité, gestion;57;Chambre de Commerce et d'Industrie de Versailles Val d'Oise - Yvelines;77;CFA de la CCIV - ESSYM;12;24;1;126;0782058N;Local du CFA;CFA CCIV - Centre Pierre-Métairie;2-6 rue Chasles;;;78517;78120;RAMBOUILLET;12;22;;M;Masculin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;61;2EME ANNEE BTS (en lycée);61;2EME ANNEE BTS (en lycée);78;78297;78280;GUYANCOURT;6920Z;92;92040;78
11/12;32031406;Comptabilité et gestion des organisations (BTS);3;BTS;314;Comptabilité, gestion;Comptabilité, gestion;33;Centre Régional de Formation Multiprofessionnel;35;CFA CERFAL - Centre Régional Multiprofessionnel;24;24;2;71;0754458N;Local du CFA;CFA Multiprofessionnel;2 rue Lacaze;;;75114;75014;PARIS;24;21;;M;Masculin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;95;2EME ANNEE BTS (STATUT APPRENTISSAGE);95;2EME ANNEE BTS (STATUT APPRENTISSAGE);92;92002;92160;ANTONY;4213B;92;92012;92
11/12;40032402;Secrétariat (BAC PRO);4;BAC PRO;324;Secrétariat, bureautique;Secrétariat, bureautique;33;Centre Régional de Formation Multiprofessionnel;35;CFA CERFAL - Centre Régional Multiprofessionnel;189;36;3;71;0754458N;Local du CFA;CFA Multiprofessionnel;2 rue Lacaze;;;75114;75014;PARIS;189;26;;F;Féminin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;51;TERMINALE GENERALE (en lycée);91;2EME ANNEE BAC PRO OU BT (STATUT APPRENTISSAGE);93;93071;93270;SEVRAN;4910Z;92;92075;0754458N
11/12;40031202;Commerce (BAC PRO);4;BAC PRO;312;Commerce, vente;Commerce, vente;33;Centre Régional de Formation Multiprofessionnel;35;CFA CERFAL - Centre Régional Multiprofessionnel;184;36;1;550;0783351U;UFA (L6232-8);UFA Grandchamp;97 rue Royale;;;78646;78000;VERSAILLES;184;17;;M;Masculin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;31;1ERE ANNEE DE CAP EN 3 ANS (en collège);31;1ERE ANNEE DE CAP EN 3 ANS (en collège);78;78383;78310;MAUREPAS;4711B;78;78646;78
11/12;32031210;Négociation et relation client (BTS);3;BTS;312;Commerce, vente;Commerce, vente;33;Centre Régional de Formation Multiprofessionnel;35;CFA CERFAL - Centre Régional Multiprofessionnel;152;24;1;1608;0772153X;UFA (L6232-8);Lycée Jean-Rose;20 rue de Châage;;;77284;77100;MEAUX;152;18;;F;Féminin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;51;TERMINALE GENERALE (en lycée);53;TERMINALE TECHNOLOGIQUE (en lycée);77;77382;77860;QUINCY-VOISINS;4617B;49;49058;993
11/12;32025515;Electrotechnique (BTS);3;BTS;255;Electricité, électronique (non compris automatismes, productique);Électricité, électronique;33;Centre Régional de Formation Multiprofessionnel;35;CFA CERFAL - Centre Régional Multiprofessionnel;26;24;2;854;0931797Y;UFA (L6232-8);Lycée Saint-Jean-Baptiste-de-la-Salle;6-8 place de la Résistance;;;93066;93210;SAINT-DENIS;26;23;;M;Masculin;E;Externe;3;Autre;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;117;AUTRE;93;1ERE ANNEE BTS (STATUT APPRENTISSAGE);91;91179;91830;LE COUDRAY-MONTCEAUX;4321A;94;94065;0931797Y
11/12;50022132;Boulanger (CAP);5;CAP;221;Agro-alimentaire, alimentation, cuisine;Agro-alimentaire, alimentation, cuisine;205;Association Faculte des Metiers de l'Essonne;361;CFA de la Faculté des Métiers de l'Essonne;5;24;2;2020;0912267V;Local du CFA;CFA FDME - Site d'EVRY;3 Chemin de la Grange Feu Louis;;;91228;91000;EVRY;5;18;;F;Féminin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;27;3EME TECHNOLOGIQUE (en collège);73;1ERE ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE);91;91047;91590;BAULNE;1071C;91;91103;0910846A
11/12;32031307;Assurance (BTS);3;BTS;313;Finances, banque, assurances;Finances, banque, assurances, immobilier;16;Institut de Formation de la Profession de l'assurance;17;CFA de l'Assurance;1;24;1;537;0922650F;Local du CFA;CFA de l'Assurance;20 bis Jardin Boieldieu;;;92062;92071;PARIS-LA-DEFENSE;1;19;;F;Féminin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;51;TERMINALE GENERALE (en lycée);51;TERMINALE GENERALE (en lycée);92;92063;92500;RUEIL-MALMAISON;6512Z;92;92050;92
11/12;;Ingénieur diplôme de l'école nationale supérieure de l'électronique et de ses applications, spécialité électronique et informatique industrielle;1;ING;255;Electricité, électronique (non compris automatismes, productique);Électricité, électronique;17;Association Union Université Economie;18;CFA Union des Universités;12;36;2;568;0951965V;Convention L6231-3;Ecole Nationale Supérieure Electronique et d'Application - ENSEA;6 avenue du Ponceau;;;95127;95014;CERGY-PONTOISE;12;21;N;M;Masculin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;99;2EME ANNEE DUT (STATUT APPRENTISSAGE);103;APPRENTISSAGE BAC+2 (AUTRE QUE BTS OU DUT) (STATUT APPRENTISSAGE);95;95018;95100;ARGENTEUIL;2651A;95;95018;0951965V
11/12;25031316;Assurance, banque, finance, spécialité conseiller gestionnaire de clientèle (LP);2;LICENCE PRO;313;Finances, banque, assurances;Finances, banque, assurances, immobilier;125;Association du Crédit Agricole Mutuel pour la Diffusion de la Formation;168;CFA DIFCAM Banques et Assurances;24;12;1;2189;0772347H;Convention L6231-3;Université Paris XII Val-de-Marne;IUT de Sénart;Avenue Pierre Point;;50270;77127;LIEUSAINT;24;23;;F;Féminin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;163;1ERE ANNEE TITRE HOMOLOGUE OU BREVET D'ETAT NIVEAU II;163;1ERE ANNEE TITRE HOMOLOGUE OU BREVET D'ETAT NIVEAU II;75;75120;75020;PARIS;6419Z;75;75101;92
11/12;32032408;Assistant de manager (BTS);3;BTS;324;Secrétariat, bureautique;Secrétariat, bureautique;33;Centre Régional de Formation Multiprofessionnel;35;CFA CERFAL - Centre Régional Multiprofessionnel;160;24;1;550;0783351U;UFA (L6232-8);UFA Grandchamp;97 rue Royale;;;78646;78000;VERSAILLES;160;19;;F;Féminin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;999;INCONNUE;999;INCONNUE;78;78575;78470;SAINT-REMY-LES-CHEVREUSES;8541Z;78;78322;993
11/12;40025506;Electrotechnique énergie équipements communicants (BAC PRO);4;BAC PRO;255;Electricité, électronique (non compris automatismes, productique);Électricité, électronique;33;Centre Régional de Formation Multiprofessionnel;35;CFA CERFAL - Centre Régional Multiprofessionnel;183;36;2;2060;0920981S;UFA (L6232-8);Lycée Professionnel Maison Saint-Philippe;1 rue du Père Brottier;;;92048;92190;MEUDON;183;22;;M;Masculin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;23;3EME GENERALE (en collège);89;1ERE ANNEE BAC PRO OU BT (STATUT APPRENTISSAGE);92;92063;92500;RUEIL-MALMAISON;4321A;92;92063;0920981S
11/12;40025106;Technicien d'usinage (BAC PRO);4;BAC PRO;251;Mécanique générale et de précision, usinage;Mécanique générale et de précision, usinage;205;Association Faculte des Metiers de l'Essonne;361;CFA de la Faculté des Métiers de l'Essonne;41;24;2;1482;0911826R;Local du CFA;CFA FDME- Site de BONDOUFLE;3 rue de Villeroy;;;91086;91070;BONDOUFLE;41;18;;M;Masculin;E;Externe;1;France;54;Employé administratif d'entreprise;A;Contrat d'apprentissage;39;TERMINALE DE BEP OU 2EME ANNEE CAP EN 2 ANS (en lycée);89;1ERE ANNEE BAC PRO OU BT (STATUT APPRENTISSAGE);91;91223;91150;ETAMPES;2932Z;91;91223;0911826R
11/12;50033610;Coiffure (CAP);5;CAP;336;Coiffure, esthétique, et autres spécialités des services aux personnes;Coiffure, esthétique;39;Association de Formation Coiffure;41;CFA Soins Personnels Coiffure - Ambroise-Croisat;4;24;1;638;0750739W;Local du CFA;CFA de la Coiffure Ambroise Croisat;27 boulevard Ney;;;75118;75018;PARIS;4;16;;F;Féminin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;15;4EME GENERALE (en collège);13;CPA OU CLIPA DE CFA;92;92063;92500;RUEIL-MALMAISON;9602A;92;92063;75
11/12;40025106;Technicien d'usinage (BAC PRO);4;BAC PRO;251;Mécanique générale et de précision, usinage;Mécanique générale et de précision, usinage;57;Chambre de Commerce et d'Industrie de Versailles Val d'Oise - Yvelines;72;CFA de la CCIV-Adolphe Chauvin;49;36;3;121;0951286G;Local du CFA;CFA CCIV - IFA Adolphe-Chauvin;22 rue des Beaux Soleils;;;95476;95520;OSNY;49;20;;M;Masculin;D;Demi-pensionnaire;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;31;1ERE ANNEE DE CAP EN 3 ANS (en collège);89;1ERE ANNEE BAC PRO OU BT (STATUT APPRENTISSAGE);95;95127;95800;CERGY-PONTOISE;2562B;95;95572;0951286G
11/12;25023019;Travaux publics : infrastructures routières et aménagements urbains (LP de CERGY);2;LICENCE PRO;230;Spécialités pluri-technologiques, génie civile, construction, bois;Études et organisation (BTP, bois);14;Association pour la Formation Universitaire par l'Apprentissage;14;CFA SUP 2000;317;12;1;1995;0951750L;Convention L6231-3;Université Cergy-Pontoise;5 mail Gay Lussac;Neuville sur Oise;;95127;95031;CERGY-PONTOISE;317;23;;M;Masculin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;65;2EME ANNEE IUT;65;2EME ANNEE IUT;95;95313;95290;L'ISLE-ADAM;4221Z;95;95582;94
11/12;50033202;Petite enfance (CAP);5;CAP;332;Travail social;Santé, sanitaire et social;206;Formation Continue et Insertion Professionnelle - GIP;339;CFA de l'Académie de Créteil;11;24;1;1403;0941220R;Convention L6231-3;Collège Francois Rabelais;10 rue du Pont de Creteil;;;94068;94100;SAINT-MAUR-DES-FOSSES;11;16;;F;Féminin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;23;3EME GENERALE (en collège);23;3EME GENERALE (en collège);94;94901;94210;LA VARENNE ST HILAIRE;8411Z;94;94068;0941093C
11/12;40025506;Electrotechnique énergie équipements communicants (BAC PRO);4;BAC PRO;255;Electricité, électronique (non compris automatismes, productique);Électricité, électronique;325;AFORP - Association pour la Formation et le Perfectionnement du personnel des entreprises industrielles;416;CFA de l'AFORP;29;12;1;2336;0921273J;Local du CFA;AFORP Asnières-sur-Seine;18-20 rue Paul Déroulède;;;92004;92600;ASNIERES-SUR-SEINE;29;23;;M;Masculin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;53;TERMINALE TECHNOLOGIQUE (en lycée);91;2EME ANNEE BAC PRO OU BT (STATUT APPRENTISSAGE);78;78644;78320;LA-VERRIERE;2740Z;92;92023;92
11/12;32032319;Communication visuelle option : multimédia (BTS);3;BTS;323;Techniques de l'image et du son, métiers connexes du spectacle;Techniques de l'image et du son, métiers connexes du spectacle;33;Centre Régional de Formation Multiprofessionnel;35;CFA CERFAL - Centre Régional Multiprofessionnel;203;24;1;71;0754458N;Local du CFA;CFA Multiprofessionnel;2 rue Lacaze;;;75114;75014;PARIS;203;19;;M;Masculin;E;Externe;1;France;54;Employé administratif d'entreprise;A;Contrat d'apprentissage;45;TERMINALE PROFESSIONNELLE (2EME ANNEE BAC PRO OU BT) (en lycée);45;TERMINALE PROFESSIONNELLE (2EME ANNEE BAC PRO OU BT) (en lycée);75;75113;75013;PARIS;5811Z;75;75115;993
11/12;32031211;Commerce international à référentiel commun européen (BTS);3;BTS;312;Commerce, vente;Commerce, vente;33;Centre Régional de Formation Multiprofessionnel;35;CFA CERFAL - Centre Régional Multiprofessionnel;165;24;1;1396;0783344L;UFA (L6232-8);Notre Dame des Oiseaux;106 Grande Rue;;;78642;78480;VERNEUIL-SUR-SEINE;165;18;;F;Féminin;D;Demi-pensionnaire;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;67;1ER CYCLE UNIVERSITAIRE (DEUG...);67;1ER CYCLE UNIVERSITAIRE (DEUG...);95;95012;95510;AMENUCOURT;5510Z;94;94054;95
11/12;32025212;Après vente automobile option : motocycles (BTS);3;BTS;252;Moteurs et mécanique auto;Moteurs et mécanique auto;28;Institut National du Cycle et du Motocycle;30;CFA des métiers du cycle et du motocycle - INCM;11;24;1;390;0932492D;Local du CFA;CFA des Métiers du Cycle et du Motocycle  - INCM;47 rue du Commandant Rolland;;;93013;93350;LE BOURGET;11;21;;M;Masculin;E;Externe;1;France;23;Chef d'entreprise de 10 salariés ou plus;A;Contrat d'apprentissage;39;TERMINALE DE BEP OU 2EME ANNEE CAP EN 2 ANS (en lycée);91;2EME ANNEE BAC PRO OU BT (STATUT APPRENTISSAGE);78;78146;78400;CHATOU;4540Z;75;75117;0932492D
11/12;35025502;Génie électrique et informatique industrielle option : électronique (DUT);3;DUT;255;Electricité, électronique (non compris automatismes, productique);Électricité, électronique;17;Association Union Université Economie;18;CFA Union des Universités;52;12;1;2051;0781945R;Convention L6231-3;Université de Versailles Saint-Quentin en Yvelines - IUT de Vélizy;10-12 avenue de l'Europe;;;78640;78140;VELIZY-VILLACOUBLAY;52;19;N;M;Masculin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;63;1ERE ANNEE IUT;63;1ERE ANNEE IUT;78;78674;78450;VILLEPREUX;4652Z;99;99999;78
11/12;50033409;Restaurant (CAP);5;CAP;334;Accueil, hôtellerie, tourisme;Accueil, hôtellerie, tourisme;33;Centre Régional de Formation Multiprofessionnel;35;CFA CERFAL - Centre Régional Multiprofessionnel;41;24;2;1021;0940853S;UFA (L6232-8);Lycée Poullart-des-Places;3 boulevard de Stalingrad;;;94073;94320;THIAIS;41;22;;F;Féminin;D;Demi-pensionnaire;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;999;INCONNUE;999;INCONNUE;94;94077;94290;VILLENEUVE-LE-ROI;5610A;94;94073;993
